t_ms,raw0,raw1,raw2,raw3,raw4,raw5,raw6,raw7,rx_s,ry_s,ix_s,iy_s,tx_s,ty_s,zoneI,zoneT,zoneR,ffj0_val,rfj0_val,action_busy,accepted,ctrl_rh_A_THJ5,ctrl_rh_A_THJ4,ctrl_rh_A_THJ2,ctrl_rh_A_THJ1,ctrl_rh_A_FFJ4,ctrl_rh_A_FFJ3,ctrl_rh_A_FFJ0,ctrl_rh_A_RFJ4,ctrl_rh_A_RFJ3,ctrl_rh_A_RFJ0
99538437,496.0,502.0,1.0,389.0,401.0,1.0,510.0,507.0,657.0556274256145,665.0038809831824,515.3117723156533,531.2082794307892,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538437,496.0,502.0,1.0,388.0,402.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,513.987063389392,532.5329883570505,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538453,496.0,502.0,1.0,389.0,401.0,1.0,510.0,507.0,657.0556274256145,665.0038809831824,515.3117723156533,531.2082794307892,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538453,496.0,502.0,1.0,391.0,401.0,1.0,510.0,507.0,657.0556274256145,665.0038809831824,517.9611901681759,531.2082794307892,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538468,496.0,502.0,1.0,390.0,402.0,1.0,510.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,532.5329883570505,675.601552393273,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538468,497.0,502.0,1.0,391.0,402.0,1.0,510.0,507.0,658.3803363518758,665.0038809831824,517.9611901681759,532.5329883570505,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538468,496.0,502.0,1.0,391.0,402.0,1.0,510.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,532.5329883570505,675.601552393273,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538468,496.0,502.0,1.0,390.0,401.0,1.0,510.0,507.0,657.0556274256145,665.0038809831824,516.6364812419146,531.2082794307892,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538468,497.0,502.0,1.0,390.0,401.0,1.0,509.0,507.0,658.3803363518758,665.0038809831824,516.6364812419146,531.2082794307892,674.2768434670116,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538484,497.0,502.0,1.0,390.0,402.0,1.0,510.0,506.0,658.3803363518758,665.0038809831824,516.6364812419146,532.5329883570505,675.601552393273,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538484,496.0,502.0,1.0,391.0,403.0,1.0,510.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,533.8576972833117,675.601552393273,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538484,496.0,502.0,1.0,390.0,401.0,1.0,509.0,507.0,657.0556274256145,665.0038809831824,516.6364812419146,531.2082794307892,674.2768434670116,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538484,497.0,502.0,1.0,390.0,402.0,1.0,509.0,507.0,658.3803363518758,665.0038809831824,516.6364812419146,532.5329883570505,674.2768434670116,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538500,496.0,502.0,1.0,392.0,402.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,519.2858990944372,532.5329883570505,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538500,496.0,502.0,1.0,390.0,401.0,1.0,510.0,507.0,657.0556274256145,665.0038809831824,516.6364812419146,531.2082794307892,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538515,496.0,502.0,1.0,390.0,402.0,1.0,509.0,507.0,657.0556274256145,665.0038809831824,516.6364812419146,532.5329883570505,674.2768434670116,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538531,497.0,502.0,1.0,391.0,401.0,1.0,510.0,507.0,658.3803363518758,665.0038809831824,517.9611901681759,531.2082794307892,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538546,496.0,502.0,1.0,391.0,401.0,1.0,510.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,531.2082794307892,675.601552393273,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538562,496.0,502.0,1.0,390.0,402.0,1.0,510.0,507.0,657.0556274256145,665.0038809831824,516.6364812419146,532.5329883570505,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538562,496.0,502.0,1.0,390.0,402.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,532.5329883570505,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538578,496.0,502.0,1.0,390.0,401.0,1.0,510.0,507.0,657.0556274256145,665.0038809831824,516.6364812419146,531.2082794307892,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538593,496.0,502.0,1.0,391.0,401.0,1.0,509.0,507.0,657.0556274256145,665.0038809831824,517.9611901681759,531.2082794307892,674.2768434670116,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538609,497.0,502.0,1.0,390.0,401.0,1.0,510.0,507.0,658.3803363518758,665.0038809831824,516.6364812419146,531.2082794307892,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538609,497.0,502.0,1.0,390.0,401.0,1.0,510.0,507.0,658.3803363518758,665.0038809831824,516.6364812419146,531.2082794307892,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538625,496.0,502.0,1.0,389.0,401.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,515.3117723156533,531.2082794307892,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538625,496.0,502.0,1.0,390.0,401.0,1.0,510.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,531.2082794307892,675.601552393273,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538640,496.0,502.0,1.0,390.0,401.0,1.0,510.0,507.0,657.0556274256145,665.0038809831824,516.6364812419146,531.2082794307892,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538640,497.0,502.0,1.0,389.0,402.0,1.0,510.0,507.0,658.3803363518758,665.0038809831824,515.3117723156533,532.5329883570505,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538640,497.0,502.0,1.0,391.0,402.0,1.0,510.0,507.0,658.3803363518758,665.0038809831824,517.9611901681759,532.5329883570505,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538640,496.0,502.0,1.0,390.0,399.0,1.0,510.0,507.0,657.0556274256145,665.0038809831824,516.6364812419146,528.5588615782665,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538640,496.0,502.0,1.0,390.0,401.0,1.0,510.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,531.2082794307892,675.601552393273,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538656,496.0,502.0,1.0,391.0,402.0,1.0,509.0,507.0,657.0556274256145,665.0038809831824,517.9611901681759,532.5329883570505,674.2768434670116,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538656,496.0,502.0,1.0,388.0,402.0,1.0,510.0,507.0,657.0556274256145,665.0038809831824,513.987063389392,532.5329883570505,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538656,497.0,502.0,1.0,388.0,402.0,1.0,510.0,507.0,658.3803363518758,665.0038809831824,513.987063389392,532.5329883570505,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538656,496.0,502.0,1.0,390.0,402.0,1.0,510.0,507.0,657.0556274256145,665.0038809831824,516.6364812419146,532.5329883570505,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538656,496.0,502.0,1.0,390.0,401.0,1.0,510.0,507.0,657.0556274256145,665.0038809831824,516.6364812419146,531.2082794307892,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538671,496.0,502.0,1.0,391.0,402.0,1.0,510.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,532.5329883570505,675.601552393273,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538671,496.0,502.0,1.0,391.0,402.0,1.0,510.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,532.5329883570505,675.601552393273,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538703,497.0,502.0,1.0,391.0,402.0,1.0,510.0,507.0,658.3803363518758,665.0038809831824,517.9611901681759,532.5329883570505,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538718,496.0,502.0,1.0,391.0,402.0,1.0,510.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,532.5329883570505,675.601552393273,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538718,496.0,502.0,1.0,391.0,401.0,1.0,510.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,531.2082794307892,675.601552393273,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538734,496.0,502.0,1.0,390.0,402.0,1.0,510.0,507.0,657.0556274256145,665.0038809831824,516.6364812419146,532.5329883570505,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538750,496.0,502.0,1.0,390.0,402.0,1.0,510.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,532.5329883570505,675.601552393273,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538765,496.0,502.0,1.0,390.0,401.0,1.0,510.0,507.0,657.0556274256145,665.0038809831824,516.6364812419146,531.2082794307892,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538781,497.0,502.0,1.0,390.0,401.0,1.0,510.0,507.0,658.3803363518758,665.0038809831824,516.6364812419146,531.2082794307892,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538796,497.0,502.0,1.0,389.0,402.0,1.0,510.0,506.0,658.3803363518758,665.0038809831824,515.3117723156533,532.5329883570505,675.601552393273,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538796,496.0,502.0,1.0,390.0,401.0,1.0,510.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,531.2082794307892,675.601552393273,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538796,496.0,502.0,1.0,390.0,401.0,1.0,510.0,507.0,657.0556274256145,665.0038809831824,516.6364812419146,531.2082794307892,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538812,496.0,502.0,1.0,391.0,401.0,1.0,510.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,531.2082794307892,675.601552393273,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538812,496.0,502.0,1.0,390.0,402.0,1.0,510.0,507.0,657.0556274256145,665.0038809831824,516.6364812419146,532.5329883570505,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538812,496.0,502.0,1.0,390.0,402.0,1.0,510.0,507.0,657.0556274256145,665.0038809831824,516.6364812419146,532.5329883570505,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538812,496.0,502.0,1.0,390.0,402.0,1.0,509.0,507.0,657.0556274256145,665.0038809831824,516.6364812419146,532.5329883570505,674.2768434670116,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538828,496.0,502.0,1.0,390.0,401.0,1.0,510.0,507.0,657.0556274256145,665.0038809831824,516.6364812419146,531.2082794307892,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538828,496.0,502.0,1.0,391.0,402.0,1.0,510.0,507.0,657.0556274256145,665.0038809831824,517.9611901681759,532.5329883570505,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538828,496.0,502.0,1.0,391.0,402.0,1.0,509.0,507.0,657.0556274256145,665.0038809831824,517.9611901681759,532.5329883570505,674.2768434670116,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538828,497.0,502.0,1.0,388.0,403.0,1.0,509.0,507.0,658.3803363518758,665.0038809831824,513.987063389392,533.8576972833117,674.2768434670116,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538828,497.0,502.0,1.0,390.0,402.0,1.0,509.0,506.0,658.3803363518758,665.0038809831824,516.6364812419146,532.5329883570505,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538843,496.0,502.0,1.0,390.0,401.0,1.0,510.0,507.0,657.0556274256145,665.0038809831824,516.6364812419146,531.2082794307892,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538843,496.0,502.0,1.0,390.0,402.0,1.0,510.0,507.0,657.0556274256145,665.0038809831824,516.6364812419146,532.5329883570505,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538859,496.0,502.0,1.0,391.0,399.0,1.0,510.0,507.0,657.0556274256145,665.0038809831824,517.9611901681759,528.5588615782665,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538906,497.0,502.0,1.0,391.0,399.0,1.0,510.0,506.0,658.3803363518758,665.0038809831824,517.9611901681759,528.5588615782665,675.601552393273,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99538953,496.0,502.0,1.0,390.0,401.0,1.0,510.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,531.2082794307892,675.601552393273,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99539000,496.0,502.0,1.0,390.0,402.0,1.0,510.0,507.0,657.0556274256145,665.0038809831824,516.6364812419146,532.5329883570505,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99539062,496.0,502.0,1.0,388.0,401.0,1.0,510.0,506.0,657.0556274256145,665.0038809831824,513.987063389392,531.2082794307892,675.601552393273,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99539109,497.0,502.0,1.0,389.0,401.0,1.0,510.0,506.0,658.3803363518758,665.0038809831824,515.3117723156533,531.2082794307892,675.601552393273,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99539156,497.0,502.0,1.0,390.0,402.0,1.0,509.0,506.0,658.3803363518758,665.0038809831824,516.6364812419146,532.5329883570505,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99539203,496.0,502.0,1.0,390.0,402.0,1.0,510.0,507.0,657.0556274256145,665.0038809831824,516.6364812419146,532.5329883570505,675.601552393273,671.627425614489,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
